id,victim_id,filed_at,amount_lost,narrative_text,bank_name,status
136,136,2026-06-27T04:45:04,160955.34,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 160955. I later found the beneficiary IFSC was BARB05049 and the number is no longer reachable.,Bank of Baroda,open
137,137,2026-06-01T11:48:20,351402.61,My Bank of Baroda debit card details were compromised after a phishing SMS. Rs 351402 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: BARB01888.,Bank of Baroda,open
138,138,2026-06-03T09:05:32,377753.98,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 377753 was debited from my account without my consent. The transaction reference mentions IFSC UTIB06620.,Axis Bank,open
139,139,2026-07-21T20:29:02,225973.36,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 225973 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC08686.,HDFC Bank,open
140,140,2026-06-04T08:12:55,491644.04,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 491644 was debited from my account without my consent. The transaction reference mentions IFSC ICIC03569.,ICICI Bank,open
141,141,2026-08-09T16:35:14,310410.67,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 310410 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB07595.,Punjab National Bank,open
142,142,2026-08-11T20:21:39,323198.39,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 323198 was debited from my account without my consent. The transaction reference mentions IFSC PUNB07882.,Punjab National Bank,open
143,143,2026-07-17T01:44:10,341258.28,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 341258 was debited from my account without my consent. The transaction reference mentions IFSC HDFC08890.,HDFC Bank,open
144,144,2026-07-11T00:38:21,106654.7,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 106654 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB01820.,Punjab National Bank,open
145,145,2026-06-25T03:11:10,358354.82,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 358354. I later found the beneficiary IFSC was ICIC05057 and the number is no longer reachable.,ICICI Bank,open
146,146,2026-06-23T01:51:45,488999.56,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 488999. I later found the beneficiary IFSC was HDFC04568 and the number is no longer reachable.,HDFC Bank,open
147,147,2026-08-08T17:14:41,458913.27,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 458913. I later found the beneficiary IFSC was UTIB01854 and the number is no longer reachable.,Axis Bank,open
148,148,2026-06-01T10:45:47,171651.7,My Bank of Baroda debit card details were compromised after a phishing SMS. Rs 171651 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: BARB07402.,Bank of Baroda,open
149,149,2026-07-11T04:22:13,220576.16,My Bank of Baroda debit card details were compromised after a phishing SMS. Rs 220576 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: BARB06836.,Bank of Baroda,open
150,150,2026-07-13T06:12:20,441432.64,My Axis Bank debit card details were compromised after a phishing SMS. Rs 441432 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB04149.,Axis Bank,open
151,151,2026-08-31T03:50:16,183792.62,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 183792 was debited from my account without my consent. The transaction reference mentions IFSC BARB04095.,Bank of Baroda,open
152,152,2026-07-13T19:58:42,243283.64,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 243283 was debited from my account without my consent. The transaction reference mentions IFSC UTIB02693.,Axis Bank,open
153,153,2026-07-10T19:12:57,207384.54,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 207384 was debited from my account without my consent. The transaction reference mentions IFSC ICIC00539.,ICICI Bank,open
154,154,2026-08-18T04:56:37,111265.24,My Axis Bank debit card details were compromised after a phishing SMS. Rs 111265 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB03420.,Axis Bank,open
155,155,2026-06-17T15:10:20,188017.31,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 188017. I later found the beneficiary IFSC was BARB03538 and the number is no longer reachable.,Bank of Baroda,open
156,156,2026-06-22T19:29:49,470392.15,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 470392 was debited from my account without my consent. The transaction reference mentions IFSC PUNB06153.,Punjab National Bank,open
157,157,2026-07-08T23:46:23,367298.17,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 367298 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB06456.,Bank of Baroda,open
158,158,2026-08-07T18:18:14,445058.36,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 445058 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN03344.,State Bank of India,open
159,159,2026-07-30T00:22:57,328954.14,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 328954 was debited from my account without my consent. The transaction reference mentions IFSC BARB09903.,Bank of Baroda,open
160,160,2026-07-03T04:23:47,394666.2,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 394666 was debited from my account without my consent. The transaction reference mentions IFSC PUNB04112.,Punjab National Bank,open
161,161,2026-06-14T07:34:02,392316.41,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 392316. I later found the beneficiary IFSC was PUNB05525 and the number is no longer reachable.,Punjab National Bank,open
162,162,2026-06-08T17:01:05,20159.63,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 20159 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB05650.,Axis Bank,open
163,163,2026-08-18T19:07:56,381049.66,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 381049. I later found the beneficiary IFSC was PUNB07528 and the number is no longer reachable.,Punjab National Bank,open
164,164,2026-06-18T14:06:57,384241.02,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 384241 was debited from my account without my consent. The transaction reference mentions IFSC SBIN04194.,State Bank of India,open
165,165,2026-07-21T02:20:24,490762.71,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 490762 was debited from my account without my consent. The transaction reference mentions IFSC PUNB05585.,Punjab National Bank,open
166,166,2026-07-09T17:04:07,169121.93,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 169121. I later found the beneficiary IFSC was HDFC03084 and the number is no longer reachable.,HDFC Bank,open
167,167,2026-06-10T05:51:26,229912.75,My Axis Bank debit card details were compromised after a phishing SMS. Rs 229912 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB00242.,Axis Bank,open
168,168,2026-08-29T09:43:34,441464.43,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 441464 was debited from my account without my consent. The transaction reference mentions IFSC HDFC05392.,HDFC Bank,open
169,169,2026-06-11T15:02:54,290344.84,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 290344 was debited from my account without my consent. The transaction reference mentions IFSC UTIB06225.,Axis Bank,open
170,170,2026-06-29T09:10:57,169091.34,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 169091 was debited from my account without my consent. The transaction reference mentions IFSC SBIN07766.,State Bank of India,open
171,171,2026-08-01T08:15:38,275811.76,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 275811 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN06848.,State Bank of India,open
172,172,2026-07-29T21:14:10,331059.27,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 331059. I later found the beneficiary IFSC was UTIB09153 and the number is no longer reachable.,Axis Bank,open
173,173,2026-08-06T09:27:22,199164.68,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 199164 was debited from my account without my consent. The transaction reference mentions IFSC SBIN04625.,State Bank of India,open
174,174,2026-08-24T12:27:04,73549.11,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 73549 was debited from my account without my consent. The transaction reference mentions IFSC BARB04579.,Bank of Baroda,open
175,175,2026-08-10T11:25:28,461651.83,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 461651 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN02008.,State Bank of India,open
176,176,2026-08-26T22:29:53,220258.63,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 220258 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN05001.,State Bank of India,open
177,177,2026-07-04T23:40:58,42544.66,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 42544 was debited from my account without my consent. The transaction reference mentions IFSC BARB01685.,Bank of Baroda,open
178,178,2026-08-19T01:44:30,261092.75,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 261092 was debited from my account without my consent. The transaction reference mentions IFSC UTIB05058.,Axis Bank,open
179,179,2026-07-17T16:57:10,453183.66,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 453183 was debited from my account without my consent. The transaction reference mentions IFSC HDFC02853.,HDFC Bank,open
180,180,2026-06-14T20:53:26,443570.54,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 443570 was debited from my account without my consent. The transaction reference mentions IFSC SBIN08425.,State Bank of India,open
181,181,2026-08-14T12:07:21,311426.56,My Axis Bank debit card details were compromised after a phishing SMS. Rs 311426 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB04099.,Axis Bank,open
182,182,2026-07-16T19:35:56,15519.34,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 15519 was debited from my account without my consent. The transaction reference mentions IFSC SBIN06260.,State Bank of India,open
183,183,2026-07-28T01:09:33,204445.23,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 204445 was debited from my account without my consent. The transaction reference mentions IFSC HDFC07266.,HDFC Bank,open
184,184,2026-07-30T04:47:03,16923.43,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 16923 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB06930.,Axis Bank,open
185,185,2026-07-31T23:36:21,343056.69,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 343056 was debited from my account without my consent. The transaction reference mentions IFSC SBIN02268.,State Bank of India,open
186,186,2026-07-26T15:52:12,294342.13,My Axis Bank debit card details were compromised after a phishing SMS. Rs 294342 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB01877.,Axis Bank,open
187,187,2026-07-15T15:36:22,323572.77,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 323572 was debited from my account without my consent. The transaction reference mentions IFSC ICIC02559.,ICICI Bank,open
188,188,2026-07-26T12:03:27,39635.65,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 39635 was debited from my account without my consent. The transaction reference mentions IFSC ICIC00924.,ICICI Bank,open
189,189,2026-07-26T16:28:50,378346.48,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 378346 was debited from my account without my consent. The transaction reference mentions IFSC HDFC00730.,HDFC Bank,open
190,190,2026-08-16T15:50:03,108097.92,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 108097 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB04834.,Punjab National Bank,open
191,191,2026-08-15T09:03:13,442491.77,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 442491. I later found the beneficiary IFSC was BARB05050 and the number is no longer reachable.,Bank of Baroda,open
192,192,2026-06-07T14:58:41,213746.51,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 213746. I later found the beneficiary IFSC was HDFC03127 and the number is no longer reachable.,HDFC Bank,open
193,193,2026-06-11T18:40:15,347490.85,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 347490 was debited from my account without my consent. The transaction reference mentions IFSC PUNB09351.,Punjab National Bank,open
194,194,2026-08-09T22:18:29,362347.27,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 362347 was debited from my account without my consent. The transaction reference mentions IFSC PUNB06931.,Punjab National Bank,open
195,195,2026-08-20T08:52:40,388822.58,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 388822 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB08231.,Bank of Baroda,open
196,196,2026-06-22T21:31:09,458099.0,My Bank of Baroda debit card details were compromised after a phishing SMS. Rs 458099 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: BARB09265.,Bank of Baroda,open
197,197,2026-07-13T05:58:18,390116.95,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 390116 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC00445.,ICICI Bank,open
198,198,2026-07-29T21:51:48,391531.2,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 391531 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN08272.,State Bank of India,open
199,199,2026-08-10T06:43:05,390968.91,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 390968. I later found the beneficiary IFSC was UTIB07672 and the number is no longer reachable.,Axis Bank,open
200,200,2026-06-08T22:49:02,383550.17,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 383550 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN07671.,State Bank of India,open
201,201,2026-08-12T13:39:38,146815.28,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 146815 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC06330.,HDFC Bank,open
202,202,2026-07-23T07:08:25,488593.91,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 488593 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB01592.,Axis Bank,open
203,203,2026-06-13T01:07:15,261703.97,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 261703. I later found the beneficiary IFSC was BARB09749 and the number is no longer reachable.,Bank of Baroda,open
204,204,2026-08-02T01:40:00,401390.4,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 401390 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC01694.,HDFC Bank,open
205,205,2026-08-17T20:36:06,343217.56,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 343217 was debited from my account without my consent. The transaction reference mentions IFSC PUNB00490.,Punjab National Bank,open
206,206,2026-08-19T18:12:24,139802.89,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 139802 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN03601.,State Bank of India,open
207,207,2026-08-03T04:02:10,295635.92,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 295635 was debited from my account without my consent. The transaction reference mentions IFSC BARB07735.,Bank of Baroda,open
208,208,2026-08-18T20:11:38,405642.15,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 405642. I later found the beneficiary IFSC was PUNB02024 and the number is no longer reachable.,Punjab National Bank,open
209,209,2026-08-27T08:27:58,100297.6,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 100297 was debited from my account without my consent. The transaction reference mentions IFSC SBIN03565.,State Bank of India,open
210,210,2026-08-21T01:58:46,37385.37,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 37385 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB08346.,Bank of Baroda,open
211,211,2026-07-31T05:13:20,472633.67,An unknown person posing as a Punjab National Bank official convinced me to make a 'verification transfer' of Rs 472633. I later found the beneficiary IFSC was PUNB09470 and the number is no longer reachable.,Punjab National Bank,open
212,212,2026-07-15T06:37:03,110071.93,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 110071 was debited from my account without my consent. The transaction reference mentions IFSC UTIB07069.,Axis Bank,open
213,213,2026-07-09T05:39:09,248240.42,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 248240 was debited from my account without my consent. The transaction reference mentions IFSC ICIC04505.,ICICI Bank,open
214,214,2026-08-24T16:04:07,354334.06,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 354334 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC08063.,HDFC Bank,open
215,215,2026-06-05T19:30:57,446309.12,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 446309 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB03318.,Punjab National Bank,open
216,216,2026-08-08T16:45:34,25364.37,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 25364. I later found the beneficiary IFSC was HDFC03774 and the number is no longer reachable.,HDFC Bank,open
217,217,2026-08-03T12:56:20,389593.08,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 389593. I later found the beneficiary IFSC was BARB04538 and the number is no longer reachable.,Bank of Baroda,open
218,218,2026-07-26T03:43:22,297826.84,My State Bank of India debit card details were compromised after a phishing SMS. Rs 297826 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: SBIN08704.,State Bank of India,open
219,219,2026-07-27T13:50:15,353663.98,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 353663 was debited from my account without my consent. The transaction reference mentions IFSC UTIB04747.,Axis Bank,open
220,220,2026-06-08T23:16:33,270948.93,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 270948. I later found the beneficiary IFSC was UTIB08153 and the number is no longer reachable.,Axis Bank,open
221,221,2026-06-22T03:36:02,271328.28,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 271328 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB04219.,Punjab National Bank,open
222,222,2026-07-02T04:18:49,115611.22,My Axis Bank debit card details were compromised after a phishing SMS. Rs 115611 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB06345.,Axis Bank,open
223,223,2026-08-26T23:41:28,378108.92,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 378108 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC09962.,HDFC Bank,open
224,224,2026-07-30T18:38:56,249206.16,My Bank of Baroda debit card details were compromised after a phishing SMS. Rs 249206 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: BARB00604.,Bank of Baroda,open
225,225,2026-06-10T07:02:57,450787.13,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 450787 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC00622.,HDFC Bank,open
226,226,2026-08-10T12:22:11,286921.22,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 286921 was debited from my account without my consent. The transaction reference mentions IFSC HDFC09532.,HDFC Bank,open
227,227,2026-06-21T09:18:34,25658.54,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 25658. I later found the beneficiary IFSC was BARB09597 and the number is no longer reachable.,Bank of Baroda,open
228,228,2026-08-13T20:21:23,64548.67,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 64548 was debited from my account without my consent. The transaction reference mentions IFSC HDFC00935.,HDFC Bank,open
229,229,2026-07-26T21:01:12,316072.61,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 316072 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC03586.,HDFC Bank,open
230,230,2026-08-01T11:50:40,288825.86,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 288825 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB08307.,Bank of Baroda,open
231,231,2026-07-30T02:00:07,254911.85,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 254911 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB08597.,Bank of Baroda,open
232,232,2026-08-10T17:42:21,6323.08,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 6323. I later found the beneficiary IFSC was ICIC07734 and the number is no longer reachable.,ICICI Bank,open
233,233,2026-07-31T20:08:43,334269.71,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 334269 was debited from my account without my consent. The transaction reference mentions IFSC PUNB06602.,Punjab National Bank,open
234,234,2026-08-09T08:44:07,163074.16,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 163074 was debited from my account without my consent. The transaction reference mentions IFSC SBIN01706.,State Bank of India,open
235,235,2026-07-19T09:22:11,499929.3,I received a call claiming to be from Punjab National Bank customer support and was asked to share an OTP. Rs 499929 was debited from my account without my consent. The transaction reference mentions IFSC PUNB01430.,Punjab National Bank,open
236,236,2026-07-09T17:02:17,413059.22,I received a call claiming to be from Axis Bank customer support and was asked to share an OTP. Rs 413059 was debited from my account without my consent. The transaction reference mentions IFSC UTIB01223.,Axis Bank,open
237,237,2026-06-28T09:02:30,146773.05,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 146773 was debited from my account without my consent. The transaction reference mentions IFSC HDFC09376.,HDFC Bank,open
238,238,2026-06-02T04:59:40,101819.56,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 101819 was debited from my account without my consent. The transaction reference mentions IFSC ICIC07671.,ICICI Bank,open
239,239,2026-07-16T09:09:12,152762.75,I received a call claiming to be from Bank of Baroda customer support and was asked to share an OTP. Rs 152762 was debited from my account without my consent. The transaction reference mentions IFSC BARB03425.,Bank of Baroda,open
240,240,2026-08-01T21:45:13,451157.47,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 451157 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB03583.,Punjab National Bank,open
241,241,2026-06-20T08:42:46,47956.37,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 47956 was debited from my account without my consent. The transaction reference mentions IFSC HDFC05687.,HDFC Bank,open
242,242,2026-08-24T04:40:33,335279.42,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 335279 was debited from my account without my consent. The transaction reference mentions IFSC HDFC03324.,HDFC Bank,open
243,243,2026-07-15T04:15:35,299203.99,My ICICI Bank debit card details were compromised after a phishing SMS. Rs 299203 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: ICIC05728.,ICICI Bank,open
244,244,2026-08-29T13:58:29,433423.47,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 433423 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB02637.,Punjab National Bank,open
245,245,2026-06-22T02:55:55,310307.38,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 310307 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC05786.,HDFC Bank,open
246,246,2026-06-17T04:43:26,184244.45,My Axis Bank debit card details were compromised after a phishing SMS. Rs 184244 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB00203.,Axis Bank,open
247,247,2026-08-18T02:15:45,82965.19,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 82965 was debited from my account without my consent. The transaction reference mentions IFSC ICIC00287.,ICICI Bank,open
248,248,2026-08-03T03:16:14,371162.12,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 371162 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC00958.,HDFC Bank,open
249,249,2026-06-10T08:34:00,185666.38,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 185666 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC02970.,HDFC Bank,open
250,250,2026-08-07T15:11:24,430309.64,My Axis Bank debit card details were compromised after a phishing SMS. Rs 430309 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB03677.,Axis Bank,open
251,251,2026-06-27T09:26:13,464407.41,My HDFC Bank debit card details were compromised after a phishing SMS. Rs 464407 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: HDFC06225.,HDFC Bank,open
252,252,2026-08-24T03:11:00,167488.11,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 167488. I later found the beneficiary IFSC was HDFC09667 and the number is no longer reachable.,HDFC Bank,open
253,253,2026-06-07T15:04:04,433009.31,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 433009 was debited from my account without my consent. The transaction reference mentions IFSC HDFC06754.,HDFC Bank,open
254,254,2026-06-02T21:53:23,467455.61,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 467455 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC07203.,ICICI Bank,open
255,255,2026-07-10T02:35:59,156246.47,I received a call claiming to be from ICICI Bank customer support and was asked to share an OTP. Rs 156246 was debited from my account without my consent. The transaction reference mentions IFSC ICIC05349.,ICICI Bank,open
256,256,2026-06-24T01:17:25,161391.65,I was tricked into installing a remote-access app after a fake ICICI Bank KYC update message. Rs 161391 was transferred out immediately. Bank IFSC on the receiving account appears to be ICIC03608.,ICICI Bank,open
257,257,2026-06-24T14:24:04,279656.98,I was tricked into installing a remote-access app after a fake Punjab National Bank KYC update message. Rs 279656 was transferred out immediately. Bank IFSC on the receiving account appears to be PUNB06728.,Punjab National Bank,open
258,258,2026-08-25T20:35:12,262612.29,My Axis Bank debit card details were compromised after a phishing SMS. Rs 262612 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: UTIB08867.,Axis Bank,open
259,259,2026-07-05T00:48:23,266981.71,My Punjab National Bank debit card details were compromised after a phishing SMS. Rs 266981 was withdrawn/transferred without authorization. Reference IFSC noted on the statement: PUNB01926.,Punjab National Bank,open
260,260,2026-07-10T04:20:05,317393.21,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 317393 was debited from my account without my consent. The transaction reference mentions IFSC SBIN04352.,State Bank of India,open
261,261,2026-07-03T16:51:22,81825.43,I was tricked into installing a remote-access app after a fake State Bank of India KYC update message. Rs 81825 was transferred out immediately. Bank IFSC on the receiving account appears to be SBIN05158.,State Bank of India,open
262,262,2026-07-27T22:20:46,280652.54,An unknown person posing as a HDFC Bank official convinced me to make a 'verification transfer' of Rs 280652. I later found the beneficiary IFSC was HDFC08248 and the number is no longer reachable.,HDFC Bank,open
263,263,2026-07-08T06:12:56,47208.54,I was tricked into installing a remote-access app after a fake Axis Bank KYC update message. Rs 47208 was transferred out immediately. Bank IFSC on the receiving account appears to be UTIB04768.,Axis Bank,open
264,264,2026-07-01T19:04:41,159350.47,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 159350 was debited from my account without my consent. The transaction reference mentions IFSC HDFC00314.,HDFC Bank,open
265,265,2026-06-25T05:12:59,306187.0,An unknown person posing as a Axis Bank official convinced me to make a 'verification transfer' of Rs 306187. I later found the beneficiary IFSC was UTIB03180 and the number is no longer reachable.,Axis Bank,open
266,266,2026-07-16T00:55:00,301726.32,I received a call claiming to be from State Bank of India customer support and was asked to share an OTP. Rs 301726 was debited from my account without my consent. The transaction reference mentions IFSC SBIN07701.,State Bank of India,open
267,267,2026-06-29T12:25:41,47634.85,An unknown person posing as a ICICI Bank official convinced me to make a 'verification transfer' of Rs 47634. I later found the beneficiary IFSC was ICIC02391 and the number is no longer reachable.,ICICI Bank,open
268,268,2026-08-15T08:57:56,216648.1,I was tricked into installing a remote-access app after a fake HDFC Bank KYC update message. Rs 216648 was transferred out immediately. Bank IFSC on the receiving account appears to be HDFC07687.,HDFC Bank,open
269,269,2026-07-04T20:36:24,17126.32,An unknown person posing as a Bank of Baroda official convinced me to make a 'verification transfer' of Rs 17126. I later found the beneficiary IFSC was BARB05703 and the number is no longer reachable.,Bank of Baroda,open
270,270,2026-08-19T10:01:22,166717.96,I received a call claiming to be from HDFC Bank customer support and was asked to share an OTP. Rs 166717 was debited from my account without my consent. The transaction reference mentions IFSC HDFC00882.,HDFC Bank,open
271,271,2026-06-13T06:38:19,493973.79,I was tricked into installing a remote-access app after a fake Bank of Baroda KYC update message. Rs 493973 was transferred out immediately. Bank IFSC on the receiving account appears to be BARB00236.,Bank of Baroda,open
